Month,Day,Fajr Athan,Fajr Iqama,Sunrise,Dhuhr Athan,Dhuhr Iqama,Asr Athan,Asr Iqama,Maghrib Athan,Maghrib Iqama,Isha Athan,Isha Iqama,,Prayer,Iqama Offset (minutes),,Jumuah,Starts,Ends
1,1,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,Fajr,20,,1st Jumuah,1:00 PM,1:30 PM
1,2,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,Dhuhr,10,,2nd Jumuah,2:00 PM,2:30 PM
1,3,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,Asr,,,3rd Jumuah,3:00 PM,3:30 PM
1,4,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,Maghrib,5,,,,
1,5,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,Isha,,,,,
1,6,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,7,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,8,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,9,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,10,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,11,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,12,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,13,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,14,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,15,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,16,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,17,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,18,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,19,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,20,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,21,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,22,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,23,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,24,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,25,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,26,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,27,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,28,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,29,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,30,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
1,31,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,1,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,2,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,3,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,4,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,5,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,6,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,7,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,8,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,9,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,10,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,11,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,12,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,13,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,14,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,15,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,16,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,17,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,18,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,19,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,20,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,21,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,22,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,23,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,24,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,25,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,26,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,27,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,28,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
2,29,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,1,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,2,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,3,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,4,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,5,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,6,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,7,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,8,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,9,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,10,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,11,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,12,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,13,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,14,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,15,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,16,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,17,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,18,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,19,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,20,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,21,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,22,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,23,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,24,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,25,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,26,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,27,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,28,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,29,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,30,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
3,31,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,1,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,2,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,3,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,4,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,5,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,6,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,7,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,8,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,9,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,10,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,11,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,12,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,13,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,14,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,15,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,16,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,17,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,18,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,19,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,20,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,21,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,22,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,23,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,24,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,25,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,26,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,27,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,28,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
4,29,4:25 AM,4:30 AM,4:45 PM,7:17 PM,8:40 PM,4:45 PM,5:00 PM,7:17 PM,7:17 PM,8:40 PM,8:40 PM,,,,,,,
